选手编号,评委一,打分一,评委二,打分二,评委三,打分三
502,Judge_1,64,Judge_90,78,Judge_78,82
503,Judge_151,50,Judge_78,57,Judge_261,96
504,Judge_130,97,Judge_14,53,Judge_286,93
505,Judge_181,60,Judge_85,94,Judge_133,33
506,Judge_224,30,Judge_172,36,Judge_253,66
507,Judge_232,83,Judge_219,56,Judge_56,94
508,Judge_175,100,Judge_141,37,Judge_130,45
509,Judge_65,37,Judge_230,73,Judge_10,42
510,Judge_124,56,Judge_126,77,Judge_52,100
511,Judge_109,37,Judge_266,72,Judge_269,36
512,Judge_24,89,Judge_64,34,Judge_113,33
513,Judge_11,63,Judge_231,60,Judge_38,82
514,Judge_290,66,Judge_171,63,Judge_39,53
515,Judge_92,33,Judge_120,39,Judge_207,31
516,Judge_205,47,Judge_102,60,Judge_117,35
517,Judge_258,79,Judge_290,37,Judge_240,55
518,Judge_241,30,Judge_89,62,Judge_162,41
519,Judge_256,44,Judge_255,71,Judge_48,43
520,Judge_163,45,Judge_52,69,Judge_39,76
521,Judge_229,44,Judge_244,94,Judge_28,83
522,Judge_215,94,Judge_258,65,Judge_274,79
523,Judge_92,94,Judge_267,41,Judge_94,79
524,Judge_170,32,Judge_297,31,Judge_195,61
525,Judge_179,70,Judge_23,39,Judge_236,87
526,Judge_233,43,Judge_69,38,Judge_114,74
527,Judge_210,89,Judge_171,74,Judge_117,33
528,Judge_183,35,Judge_243,40,Judge_98,48
529,Judge_106,53,Judge_67,45,Judge_157,93
530,Judge_300,32,Judge_296,78,Judge_193,69
531,Judge_131,66,Judge_299,57,Judge_213,98
532,Judge_117,33,Judge_293,82,Judge_105,32
533,Judge_100,70,Judge_143,53,Judge_260,70
534,Judge_94,47,Judge_283,33,Judge_26,57
535,Judge_88,77,Judge_45,79,Judge_276,63
536,Judge_253,44,Judge_11,67,Judge_166,38
537,Judge_20,49,Judge_212,49,Judge_93,56
538,Judge_48,87,Judge_68,83,Judge_94,49
539,Judge_27,64,Judge_46,73,Judge_263,60
540,Judge_98,56,Judge_21,71,Judge_175,91
541,Judge_111,67,Judge_13,37,Judge_104,55
542,Judge_247,62,Judge_13,50,Judge_202,56
543,Judge_228,44,Judge_172,30,Judge_231,60
544,Judge_60,53,Judge_249,37,Judge_125,64
545,Judge_129,54,Judge_46,75,Judge_61,87
546,Judge_232,77,Judge_27,72,Judge_42,94
547,Judge_136,66,Judge_182,33,Judge_258,76
548,Judge_122,55,Judge_270,100,Judge_34,49
549,Judge_13,58,Judge_276,67,Judge_128,55
550,Judge_266,30,Judge_271,47,Judge_147,84
551,Judge_51,44,Judge_118,93,Judge_170,33
552,Judge_203,46,Judge_139,30,Judge_252,81
553,Judge_255,42,Judge_248,75,Judge_149,95
554,Judge_49,52,Judge_166,56,Judge_201,50
555,Judge_146,47,Judge_236,44,Judge_97,75
556,Judge_81,70,Judge_213,79,Judge_16,85
557,Judge_102,100,Judge_197,76,Judge_160,78
558,Judge_159,45,Judge_187,67,Judge_260,38
559,Judge_154,72,Judge_82,49,Judge_205,85
560,Judge_29,51,Judge_190,91,Judge_103,67
561,Judge_185,88,Judge_15,51,Judge_253,41
562,Judge_142,77,Judge_89,73,Judge_215,90
563,Judge_110,42,Judge_24,68,Judge_154,56
564,Judge_212,78,Judge_93,93,Judge_28,96
565,Judge_96,58,Judge_114,38,Judge_23,56
566,Judge_76,35,Judge_136,97,Judge_162,53
567,Judge_149,32,Judge_35,47,Judge_241,100
568,Judge_245,52,Judge_277,38,Judge_216,87
569,Judge_295,92,Judge_227,42,Judge_251,92
570,Judge_241,61,Judge_224,55,Judge_280,69
571,Judge_158,92,Judge_235,98,Judge_261,47
572,Judge_279,71,Judge_115,34,Judge_16,59
573,Judge_164,79,Judge_122,44,Judge_252,46
574,Judge_162,63,Judge_36,41,Judge_149,80
575,Judge_153,39,Judge_208,97,Judge_32,97
576,Judge_140,52,Judge_111,49,Judge_276,39
577,Judge_214,90,Judge_249,61,Judge_282,66
578,Judge_188,82,Judge_49,63,Judge_196,38
579,Judge_165,48,Judge_66,43,Judge_30,50
580,Judge_271,91,Judge_279,61,Judge_71,43
581,Judge_196,61,Judge_117,68,Judge_204,47
582,Judge_11,89,Judge_165,81,Judge_118,40
583,Judge_147,59,Judge_184,92,Judge_170,57
584,Judge_25,55,Judge_62,37,Judge_277,30
585,Judge_65,48,Judge_64,76,Judge_101,56
586,Judge_207,61,Judge_192,79,Judge_141,59
587,Judge_92,33,Judge_290,52,Judge_27,70
588,Judge_276,72,Judge_108,39,Judge_288,38
589,Judge_1,89,Judge_50,97,Judge_82,74
590,Judge_119,35,Judge_274,36,Judge_122,70
591,Judge_282,52,Judge_261,67,Judge_185,41
592,Judge_46,100,Judge_101,75,Judge_9,93
593,Judge_197,98,Judge_220,40,Judge_76,79
594,Judge_117,97,Judge_89,60,Judge_38,44
595,Judge_127,69,Judge_284,38,Judge_168,42
596,Judge_135,84,Judge_188,93,Judge_184,35
597,Judge_181,81,Judge_64,77,Judge_225,47
598,Judge_82,32,Judge_226,41,Judge_86,31
599,Judge_256,79,Judge_2,30,Judge_184,31
600,Judge_132,93,Judge_275,75,Judge_84,95
601,Judge_226,87,Judge_274,53,Judge_103,65
602,Judge_53,65,Judge_85,35,Judge_206,64
603,Judge_255,54,Judge_4,91,Judge_35,83
604,Judge_150,58,Judge_232,46,Judge_36,72
605,Judge_186,54,Judge_106,56,Judge_221,33
606,Judge_113,39,Judge_252,67,Judge_17,86
607,Judge_191,43,Judge_152,56,Judge_76,45
608,Judge_185,78,Judge_257,82,Judge_171,64
609,Judge_299,46,Judge_234,56,Judge_21,77
610,Judge_102,48,Judge_2,36,Judge_163,63
611,Judge_53,63,Judge_36,75,Judge_165,79
612,Judge_157,44,Judge_138,41,Judge_119,65
613,Judge_87,78,Judge_271,67,Judge_191,72
614,Judge_128,33,Judge_148,88,Judge_40,92
615,Judge_37,53,Judge_79,62,Judge_251,49
616,Judge_23,72,Judge_29,64,Judge_300,33
617,Judge_263,97,Judge_179,89,Judge_257,84
618,Judge_150,78,Judge_45,71,Judge_204,99
619,Judge_22,63,Judge_93,99,Judge_128,93
620,Judge_38,89,Judge_275,35,Judge_139,36
621,Judge_8,73,Judge_126,73,Judge_27,59
622,Judge_300,37,Judge_28,58,Judge_214,62
623,Judge_274,34,Judge_32,64,Judge_270,33
624,Judge_74,43,Judge_20,84,Judge_243,56
625,Judge_258,33,Judge_289,88,Judge_81,69
626,Judge_283,97,Judge_121,72,Judge_200,44
627,Judge_187,62,Judge_23,58,Judge_229,54
628,Judge_147,97,Judge_30,98,Judge_165,34
629,Judge_131,61,Judge_118,92,Judge_287,85
630,Judge_30,96,Judge_55,84,Judge_209,61
631,Judge_147,32,Judge_7,78,Judge_107,69
632,Judge_175,33,Judge_11,43,Judge_19,73
633,Judge_259,77,Judge_113,56,Judge_78,69
634,Judge_252,99,Judge_83,79,Judge_183,56
635,Judge_226,60,Judge_174,48,Judge_27,58
636,Judge_208,34,Judge_231,52,Judge_163,65
637,Judge_140,47,Judge_123,70,Judge_240,90
638,Judge_231,38,Judge_289,66,Judge_30,33
639,Judge_4,92,Judge_150,76,Judge_99,61
640,Judge_136,34,Judge_200,31,Judge_235,70
641,Judge_181,38,Judge_93,30,Judge_70,83
642,Judge_134,38,Judge_52,30,Judge_275,74
643,Judge_199,72,Judge_68,93,Judge_157,54
644,Judge_170,40,Judge_273,31,Judge_47,56
645,Judge_129,31,Judge_288,59,Judge_104,55
646,Judge_114,40,Judge_204,35,Judge_290,91
647,Judge_252,75,Judge_283,88,Judge_274,34
648,Judge_291,52,Judge_126,34,Judge_166,53
649,Judge_77,52,Judge_160,48,Judge_44,84
650,Judge_175,91,Judge_206,69,Judge_31,40
651,Judge_128,65,Judge_130,51,Judge_7,38
652,Judge_138,53,Judge_173,39,Judge_261,51
653,Judge_237,39,Judge_288,35,Judge_32,70
654,Judge_47,44,Judge_171,52,Judge_155,94
655,Judge_281,60,Judge_255,31,Judge_190,59
656,Judge_80,63,Judge_177,92,Judge_85,30
657,Judge_98,81,Judge_282,82,Judge_44,71
658,Judge_203,69,Judge_221,70,Judge_154,72
659,Judge_239,92,Judge_210,62,Judge_286,74
660,Judge_221,100,Judge_134,58,Judge_210,70
661,Judge_27,58,Judge_201,70,Judge_177,68
662,Judge_121,95,Judge_51,32,Judge_172,50
663,Judge_108,69,Judge_120,60,Judge_159,31
664,Judge_173,82,Judge_178,95,Judge_169,44
665,Judge_2,45,Judge_186,41,Judge_154,88
666,Judge_278,82,Judge_233,94,Judge_174,81
667,Judge_300,85,Judge_32,88,Judge_139,90
668,Judge_300,52,Judge_140,54,Judge_78,69
669,Judge_206,69,Judge_101,72,Judge_113,34
670,Judge_228,73,Judge_18,70,Judge_120,34
671,Judge_284,33,Judge_43,55,Judge_80,48
672,Judge_225,81,Judge_164,65,Judge_263,64
673,Judge_18,65,Judge_59,77,Judge_7,97
674,Judge_100,37,Judge_297,32,Judge_219,56
675,Judge_227,72,Judge_208,55,Judge_41,67
676,Judge_99,49,Judge_254,57,Judge_18,32
677,Judge_231,93,Judge_152,79,Judge_83,36
678,Judge_19,65,Judge_48,51,Judge_119,98
679,Judge_296,100,Judge_264,85,Judge_64,96
680,Judge_75,65,Judge_13,40,Judge_249,75
681,Judge_238,100,Judge_150,54,Judge_47,74
682,Judge_243,51,Judge_227,71,Judge_270,71
683,Judge_269,41,Judge_90,67,Judge_120,38
684,Judge_73,66,Judge_132,34,Judge_81,70
685,Judge_24,92,Judge_144,77,Judge_18,60
686,Judge_189,82,Judge_246,50,Judge_249,61
687,Judge_144,88,Judge_236,44,Judge_256,43
688,Judge_244,41,Judge_100,93,Judge_26,32
689,Judge_223,94,Judge_253,48,Judge_259,72
690,Judge_113,46,Judge_9,99,Judge_256,36
691,Judge_142,31,Judge_247,55,Judge_105,42
692,Judge_256,45,Judge_139,63,Judge_103,93
693,Judge_111,35,Judge_212,73,Judge_265,48
694,Judge_199,91,Judge_123,60,Judge_186,94
695,Judge_156,72,Judge_203,66,Judge_63,49
696,Judge_153,57,Judge_28,30,Judge_109,54
697,Judge_268,76,Judge_59,92,Judge_251,52
698,Judge_140,53,Judge_164,93,Judge_101,92
699,Judge_202,40,Judge_124,52,Judge_273,71
700,Judge_234,82,Judge_292,44,Judge_77,54
701,Judge_26,87,Judge_280,35,Judge_241,58
702,Judge_57,88,Judge_149,67,Judge_118,48
703,Judge_109,38,Judge_235,71,Judge_229,88
704,Judge_178,55,Judge_47,64,Judge_251,50
705,Judge_174,85,Judge_136,83,Judge_225,31
706,Judge_8,98,Judge_99,94,Judge_2,56
707,Judge_117,38,Judge_283,56,Judge_186,51
708,Judge_44,32,Judge_275,57,Judge_265,46
709,Judge_157,64,Judge_178,53,Judge_53,68
710,Judge_261,71,Judge_253,78,Judge_37,38
711,Judge_14,82,Judge_258,84,Judge_205,84
712,Judge_283,44,Judge_202,88,Judge_59,40
713,Judge_135,59,Judge_77,37,Judge_134,34
714,Judge_110,71,Judge_199,51,Judge_53,38
715,Judge_256,33,Judge_27,72,Judge_39,61
716,Judge_207,55,Judge_81,71,Judge_149,33
717,Judge_110,69,Judge_156,48,Judge_13,50
718,Judge_160,62,Judge_112,62,Judge_68,56
719,Judge_268,45,Judge_296,54,Judge_50,90
720,Judge_4,35,Judge_223,85,Judge_92,36
721,Judge_116,84,Judge_228,40,Judge_102,79
722,Judge_37,94,Judge_106,43,Judge_206,37
723,Judge_196,47,Judge_190,70,Judge_260,66
724,Judge_99,40,Judge_112,93,Judge_158,76
725,Judge_142,63,Judge_44,55,Judge_204,40
726,Judge_242,41,Judge_135,31,Judge_81,46
727,Judge_35,50,Judge_76,67,Judge_107,80
728,Judge_186,61,Judge_44,82,Judge_52,56
729,Judge_90,45,Judge_141,67,Judge_144,95
730,Judge_118,95,Judge_63,68,Judge_8,55
731,Judge_18,94,Judge_180,44,Judge_280,86
732,Judge_177,79,Judge_62,38,Judge_96,41
733,Judge_138,92,Judge_297,82,Judge_164,79
734,Judge_94,89,Judge_52,85,Judge_142,95
735,Judge_12,77,Judge_297,100,Judge_173,48
736,Judge_124,49,Judge_110,35,Judge_84,84
737,Judge_57,48,Judge_216,74,Judge_289,85
738,Judge_12,57,Judge_292,63,Judge_214,34
739,Judge_210,31,Judge_167,45,Judge_172,82
740,Judge_254,30,Judge_1,69,Judge_130,50
741,Judge_84,37,Judge_173,81,Judge_141,51
742,Judge_228,42,Judge_90,30,Judge_278,51
743,Judge_299,72,Judge_108,56,Judge_259,99
744,Judge_280,42,Judge_10,58,Judge_247,49
745,Judge_189,39,Judge_207,47,Judge_226,98
746,Judge_262,33,Judge_152,77,Judge_87,77
747,Judge_36,65,Judge_294,89,Judge_125,86
748,Judge_88,44,Judge_128,93,Judge_166,62
749,Judge_245,33,Judge_64,44,Judge_158,56
750,Judge_114,79,Judge_237,45,Judge_179,58
751,Judge_261,51,Judge_235,33,Judge_47,62
752,Judge_296,46,Judge_116,30,Judge_140,73
753,Judge_160,82,Judge_232,72,Judge_206,31
754,Judge_271,48,Judge_262,43,Judge_190,40
755,Judge_235,71,Judge_55,93,Judge_277,87
756,Judge_20,78,Judge_187,85,Judge_234,75
757,Judge_53,84,Judge_284,98,Judge_127,98
758,Judge_26,49,Judge_177,51,Judge_119,97
759,Judge_179,58,Judge_17,89,Judge_257,40
760,Judge_47,77,Judge_20,88,Judge_34,100
761,Judge_259,67,Judge_43,100,Judge_146,79
762,Judge_297,77,Judge_109,44,Judge_294,97
763,Judge_101,98,Judge_248,68,Judge_292,45
764,Judge_217,98,Judge_3,68,Judge_281,43
765,Judge_219,67,Judge_298,89,Judge_40,92
766,Judge_11,41,Judge_114,82,Judge_16,65
767,Judge_175,55,Judge_285,49,Judge_253,52
768,Judge_116,54,Judge_146,41,Judge_53,34
769,Judge_224,100,Judge_183,94,Judge_275,39
770,Judge_48,94,Judge_74,96,Judge_25,45
771,Judge_228,54,Judge_281,96,Judge_284,48
772,Judge_91,76,Judge_178,47,Judge_212,55
773,Judge_22,39,Judge_194,58,Judge_73,50
774,Judge_153,71,Judge_106,64,Judge_51,77
775,Judge_158,79,Judge_79,31,Judge_178,54
776,Judge_199,45,Judge_117,97,Judge_212,42
777,Judge_91,70,Judge_38,58,Judge_26,93
778,Judge_43,30,Judge_265,33,Judge_215,61
779,Judge_115,66,Judge_232,97,Judge_91,50
780,Judge_239,93,Judge_241,31,Judge_233,79
781,Judge_231,89,Judge_127,61,Judge_160,35
782,Judge_182,70,Judge_281,41,Judge_286,53
783,Judge_165,43,Judge_13,79,Judge_97,68
784,Judge_108,58,Judge_71,58,Judge_9,66
785,Judge_4,68,Judge_179,40,Judge_188,86
786,Judge_116,100,Judge_127,95,Judge_297,53
787,Judge_194,71,Judge_294,80,Judge_259,94
788,Judge_299,85,Judge_225,96,Judge_63,33
789,Judge_157,82,Judge_129,52,Judge_46,63
790,Judge_66,49,Judge_286,59,Judge_299,99
791,Judge_64,68,Judge_112,52,Judge_277,70
792,Judge_56,39,Judge_15,60,Judge_194,87
793,Judge_250,45,Judge_266,34,Judge_195,87
794,Judge_6,51,Judge_86,61,Judge_275,92
795,Judge_192,51,Judge_193,64,Judge_177,45
796,Judge_37,76,Judge_6,53,Judge_214,91
797,Judge_196,55,Judge_134,91,Judge_191,76
798,Judge_99,99,Judge_15,55,Judge_283,35
799,Judge_125,60,Judge_204,97,Judge_95,99
800,Judge_127,45,Judge_177,49,Judge_151,45
801,Judge_219,77,Judge_272,83,Judge_37,74
802,Judge_61,33,Judge_137,96,Judge_219,88
803,Judge_259,87,Judge_57,46,Judge_24,82
804,Judge_6,100,Judge_69,67,Judge_45,52
805,Judge_154,50,Judge_281,33,Judge_110,43
806,Judge_300,83,Judge_247,88,Judge_188,80
807,Judge_252,82,Judge_17,94,Judge_42,51
808,Judge_292,82,Judge_61,79,Judge_198,92
809,Judge_24,46,Judge_150,47,Judge_228,70
810,Judge_223,55,Judge_166,91,Judge_186,68
811,Judge_267,82,Judge_80,42,Judge_257,58
812,Judge_263,47,Judge_137,55,Judge_107,94
813,Judge_188,90,Judge_169,36,Judge_3,71
814,Judge_84,87,Judge_3,85,Judge_2,59
815,Judge_239,83,Judge_14,62,Judge_115,79
816,Judge_71,100,Judge_204,49,Judge_32,46
817,Judge_192,81,Judge_197,67,Judge_182,91
818,Judge_156,34,Judge_176,84,Judge_95,71
819,Judge_268,100,Judge_107,43,Judge_8,55
820,Judge_114,36,Judge_49,95,Judge_34,46
821,Judge_273,42,Judge_179,45,Judge_285,86
822,Judge_106,43,Judge_169,60,Judge_139,44
823,Judge_109,89,Judge_191,84,Judge_154,73
824,Judge_195,86,Judge_1,87,Judge_45,78
825,Judge_263,42,Judge_159,74,Judge_108,72
826,Judge_298,84,Judge_98,46,Judge_262,58
827,Judge_175,68,Judge_67,48,Judge_274,90
828,Judge_139,99,Judge_176,76,Judge_229,48
829,Judge_87,68,Judge_239,52,Judge_242,84
830,Judge_117,37,Judge_102,68,Judge_112,79
831,Judge_159,38,Judge_269,78,Judge_15,66
832,Judge_200,99,Judge_292,74,Judge_169,63
833,Judge_198,50,Judge_74,30,Judge_215,54
834,Judge_290,87,Judge_132,32,Judge_118,57
835,Judge_152,54,Judge_67,40,Judge_245,95
836,Judge_156,86,Judge_284,97,Judge_217,87
837,Judge_290,36,Judge_280,87,Judge_95,35
838,Judge_155,58,Judge_187,56,Judge_182,66
839,Judge_254,86,Judge_231,57,Judge_41,94
840,Judge_85,36,Judge_66,81,Judge_244,71
841,Judge_169,76,Judge_80,42,Judge_283,91
842,Judge_29,68,Judge_278,31,Judge_74,53
843,Judge_295,79,Judge_194,33,Judge_254,51
844,Judge_227,81,Judge_199,63,Judge_34,41
845,Judge_48,40,Judge_180,98,Judge_142,98
846,Judge_8,93,Judge_73,64,Judge_165,97
847,Judge_184,89,Judge_25,65,Judge_148,100
848,Judge_110,86,Judge_160,31,Judge_285,34
849,Judge_266,78,Judge_263,98,Judge_43,83
850,Judge_188,75,Judge_156,34,Judge_298,50
851,Judge_268,93,Judge_128,62,Judge_88,97
852,Judge_218,61,Judge_34,47,Judge_69,73
853,Judge_135,62,Judge_178,81,Judge_40,30
854,Judge_68,63,Judge_70,99,Judge_95,46
855,Judge_270,94,Judge_53,68,Judge_50,45
856,Judge_136,73,Judge_68,76,Judge_91,44
857,Judge_277,76,Judge_104,52,Judge_201,77
858,Judge_161,72,Judge_219,62,Judge_213,55
859,Judge_42,59,Judge_222,57,Judge_216,52
860,Judge_95,69,Judge_36,36,Judge_285,51
861,Judge_211,38,Judge_186,55,Judge_118,33
862,Judge_282,37,Judge_234,33,Judge_211,76
863,Judge_103,59,Judge_84,57,Judge_6,57
864,Judge_230,69,Judge_214,38,Judge_54,40
865,Judge_250,51,Judge_103,37,Judge_93,33
866,Judge_211,45,Judge_232,87,Judge_253,57
867,Judge_98,71,Judge_79,67,Judge_97,97
868,Judge_123,43,Judge_292,46,Judge_35,95
869,Judge_291,38,Judge_112,58,Judge_193,77
870,Judge_269,61,Judge_135,68,Judge_270,42
871,Judge_166,96,Judge_56,49,Judge_209,32
872,Judge_39,56,Judge_140,90,Judge_138,89
873,Judge_12,70,Judge_168,46,Judge_39,70
874,Judge_162,90,Judge_186,51,Judge_102,72
875,Judge_96,74,Judge_265,69,Judge_225,84
876,Judge_120,61,Judge_169,83,Judge_255,50
877,Judge_173,62,Judge_160,90,Judge_270,60
878,Judge_190,38,Judge_282,63,Judge_180,88
879,Judge_36,37,Judge_218,48,Judge_105,69
880,Judge_291,52,Judge_49,97,Judge_266,57
881,Judge_214,51,Judge_104,74,Judge_56,99
882,Judge_87,35,Judge_118,61,Judge_230,41
883,Judge_134,41,Judge_163,93,Judge_237,56
884,Judge_179,71,Judge_209,90,Judge_279,30
885,Judge_193,62,Judge_228,56,Judge_55,84
886,Judge_158,69,Judge_192,67,Judge_149,61
887,Judge_213,40,Judge_289,85,Judge_66,48
888,Judge_137,55,Judge_244,60,Judge_273,59
889,Judge_275,81,Judge_243,34,Judge_262,61
890,Judge_41,52,Judge_59,72,Judge_168,32
891,Judge_115,86,Judge_287,89,Judge_97,63
892,Judge_232,52,Judge_240,100,Judge_104,66
893,Judge_124,69,Judge_248,34,Judge_67,100
894,Judge_44,78,Judge_298,68,Judge_25,80
895,Judge_77,52,Judge_103,61,Judge_137,55
896,Judge_249,32,Judge_262,98,Judge_63,74
897,Judge_79,93,Judge_72,97,Judge_204,81
898,Judge_235,59,Judge_62,95,Judge_276,76
899,Judge_176,77,Judge_33,97,Judge_65,90
900,Judge_10,100,Judge_76,75,Judge_162,99
901,Judge_210,37,Judge_109,92,Judge_187,54
902,Judge_243,37,Judge_121,73,Judge_138,75
903,Judge_183,31,Judge_197,47,Judge_9,57
904,Judge_134,48,Judge_171,96,Judge_246,35
905,Judge_125,92,Judge_68,86,Judge_32,42
906,Judge_280,50,Judge_41,47,Judge_212,30
907,Judge_230,44,Judge_78,78,Judge_138,55
908,Judge_265,47,Judge_269,36,Judge_167,78
909,Judge_228,64,Judge_12,40,Judge_129,67
910,Judge_235,56,Judge_220,68,Judge_52,35
911,Judge_82,68,Judge_252,48,Judge_81,42
912,Judge_273,37,Judge_200,34,Judge_19,42
913,Judge_215,95,Judge_259,62,Judge_198,68
914,Judge_279,38,Judge_183,86,Judge_31,45
915,Judge_273,58,Judge_133,34,Judge_28,51
916,Judge_101,62,Judge_182,90,Judge_168,81
917,Judge_249,92,Judge_116,84,Judge_91,47
918,Judge_205,36,Judge_190,82,Judge_43,73
919,Judge_225,38,Judge_116,62,Judge_193,74
920,Judge_217,34,Judge_62,41,Judge_57,89
921,Judge_17,85,Judge_130,98,Judge_226,87
922,Judge_156,79,Judge_99,91,Judge_229,41
923,Judge_165,62,Judge_170,80,Judge_70,41
924,Judge_37,100,Judge_111,97,Judge_282,55
925,Judge_131,59,Judge_26,48,Judge_1,100
926,Judge_14,45,Judge_222,74,Judge_183,78
927,Judge_139,83,Judge_179,74,Judge_224,72
928,Judge_245,35,Judge_132,57,Judge_230,48
929,Judge_207,62,Judge_53,50,Judge_41,70
930,Judge_114,59,Judge_213,40,Judge_82,36
931,Judge_40,60,Judge_37,57,Judge_162,79
932,Judge_75,43,Judge_85,90,Judge_43,70
933,Judge_173,80,Judge_91,39,Judge_67,36
934,Judge_59,48,Judge_222,83,Judge_251,31
935,Judge_94,73,Judge_237,63,Judge_1,68
936,Judge_277,68,Judge_63,58,Judge_293,69
937,Judge_237,70,Judge_47,64,Judge_202,42
938,Judge_237,42,Judge_183,71,Judge_101,81
939,Judge_120,63,Judge_233,100,Judge_203,60
940,Judge_277,94,Judge_185,48,Judge_62,66
941,Judge_7,85,Judge_264,32,Judge_54,37
942,Judge_54,48,Judge_189,58,Judge_8,31
943,Judge_237,80,Judge_238,30,Judge_207,56
944,Judge_220,76,Judge_240,38,Judge_194,80
945,Judge_193,59,Judge_57,46,Judge_147,57
946,Judge_4,41,Judge_164,36,Judge_156,38
947,Judge_217,44,Judge_215,78,Judge_55,31
948,Judge_208,76,Judge_221,72,Judge_174,68
949,Judge_238,31,Judge_95,86,Judge_272,50
950,Judge_49,95,Judge_180,50,Judge_231,75
951,Judge_163,60,Judge_171,45,Judge_157,68
952,Judge_97,31,Judge_54,96,Judge_24,80
953,Judge_64,36,Judge_242,100,Judge_10,44
954,Judge_268,39,Judge_51,99,Judge_30,93
955,Judge_250,54,Judge_249,76,Judge_88,80
956,Judge_116,82,Judge_181,30,Judge_164,58
957,Judge_124,44,Judge_31,64,Judge_112,61
958,Judge_198,95,Judge_105,56,Judge_203,86
959,Judge_273,79,Judge_82,54,Judge_4,95
960,Judge_23,64,Judge_224,44,Judge_197,85
961,Judge_134,49,Judge_190,80,Judge_202,52
962,Judge_83,47,Judge_167,55,Judge_88,70
963,Judge_118,87,Judge_72,45,Judge_135,65
964,Judge_225,52,Judge_144,96,Judge_18,38
965,Judge_148,62,Judge_239,66,Judge_219,80
966,Judge_60,80,Judge_131,85,Judge_9,31
967,Judge_146,41,Judge_62,58,Judge_114,70
968,Judge_279,89,Judge_162,31,Judge_169,66
969,Judge_5,43,Judge_61,87,Judge_93,34
970,Judge_145,31,Judge_20,80,Judge_299,46
971,Judge_16,96,Judge_51,84,Judge_115,36
972,Judge_71,98,Judge_235,49,Judge_218,68
973,Judge_62,43,Judge_258,56,Judge_19,95
974,Judge_222,55,Judge_255,51,Judge_46,68
975,Judge_188,66,Judge_220,85,Judge_87,35
976,Judge_36,81,Judge_288,66,Judge_289,33
977,Judge_291,73,Judge_228,37,Judge_32,36
978,Judge_181,91,Judge_45,95,Judge_170,53
979,Judge_164,69,Judge_60,49,Judge_288,93
980,Judge_297,34,Judge_34,47,Judge_189,66
981,Judge_130,82,Judge_26,59,Judge_84,33
982,Judge_131,45,Judge_122,51,Judge_141,55
983,Judge_217,61,Judge_122,55,Judge_17,30
984,Judge_170,32,Judge_248,42,Judge_50,88
985,Judge_125,90,Judge_14,95,Judge_2,70
986,Judge_52,86,Judge_63,44,Judge_55,81
987,Judge_176,50,Judge_285,42,Judge_109,63
988,Judge_215,78,Judge_210,70,Judge_128,78
989,Judge_126,50,Judge_179,53,Judge_19,96
990,Judge_88,90,Judge_113,80,Judge_220,35
991,Judge_270,72,Judge_105,61,Judge_188,54
992,Judge_122,34,Judge_201,98,Judge_90,69
993,Judge_6,83,Judge_78,86,Judge_156,84
994,Judge_185,77,Judge_84,64,Judge_121,44
995,Judge_36,86,Judge_62,69,Judge_10,33
996,Judge_188,56,Judge_259,85,Judge_62,41
997,Judge_31,63,Judge_55,56,Judge_214,81
998,Judge_147,33,Judge_205,35,Judge_286,39
999,Judge_205,90,Judge_239,84,Judge_79,89
1000,Judge_271,87,Judge_133,99,Judge_220,64
