X_1,X_2,y
,,0
,,0
,,0
43.0,,0
,,0
,,0
14.0,,0
,,0
,,0
34.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
41.0,,0
43.0,,0
47.0,,0
,,0
,,0
,497.0,1
,,0
,,0
,,0
49.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
3.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
13.0,241.0,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
23.0,,0
,,0
,,0
,289.0,1
,,0
30.0,,0
,,0
,459.0,1
24.0,,0
,,0
9.0,,0
,,0
,,0
,109.0,1
,,0
,,0
26.0,,0
,,0
21.0,,0
,,0
,,0
19.0,,0
36.0,,0
,,0
35.0,,0
,,0
,,0
,,0
23.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
15.0,,0
,,0
,,0
20.0,306.0,1
,,0
,,0
,248.0,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,253.0,1
39.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
32.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,499.0,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,214.0,0
,,0
,,0
17.0,,0
,,0
,,0
,,0
49.0,,0
,,0
,,0
,,0
37.0,,0
5.0,233.0,1
,,0
,,0
,,0
,,0
32.0,,0
,242.0,1
,,0
,,0
,149.0,1
,,0
,,0
29.0,,0
25.0,133.0,0
,,0
28.0,,0
9.0,,0
,,0
,,0
29.0,,0
17.0,27.0,0
,,0
2.0,,0
,,0
24.0,,0
,254.0,1
,,0
43.0,,0
,,0
,,0
,,0
,,0
19.0,380.0,0
,,0
,,0
12.0,,0
,,0
,290.0,0
,,0
,,0
,,0
19.0,,0
,,0
25.0,,0
,,0
,,0
,278.0,1
49.0,,0
14.0,,0
,,0
,164.0,1
7.0,,0
44.0,,0
,,0
,,0
,,0
,,0
,355.0,1
,,0
,,0
,,0
,36.0,1
,,0
,,0
,,0
,6.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
30.0,,0
,,0
,,0
3.0,477.0,1
,,0
4.0,,0
28.0,128.0,1
,84.0,0
34.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
44.0,,0
,,0
23.0,,0
,82.0,1
,,0
,,0
1.0,,0
,,0
,,0
,,0
44.0,,0
,,0
,,0
,,0
,62.0,0
,,0
50.0,,0
17.0,,0
,236.0,1
,30.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,2.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
17.0,264.0,1
,162.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,499.0,1
,,0
,,0
,,0
,335.0,1
,,0
,,0
4.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,17.0,1
,,0
,,0
46.0,,0
,,0
,,0
,,0
17.0,,0
,,0
,,0
15.0,,0
,,0
,,0
31.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,218.0,1
,,0
32.0,,0
,,0
,,0
,,0
,,0
,57.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,143.0,1
,245.0,1
,,0
,,0
,,0
,,0
1.0,,0
,497.0,1
,,0
35.0,,0
25.0,,0
,,0
,,0
,,0
,,0
,,0
,381.0,1
,,0
,,0
,,0
50.0,,0
,,0
,,0
,192.0,1
10.0,,0
5.0,,0
,274.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
18.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
28.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
47.0,,0
,,0
,,0
,,0
,250.0,1
,219.0,1
3.0,,0
,,0
,,0
,,0
,,0
,,0
50.0,,0
,,0
,,0
9.0,301.0,1
,,0
,,0
,,0
,,0
,319.0,1
,,0
,,0
,,0
,,0
,,0
37.0,,0
34.0,,0
,,0
,,0
,499.0,1
,,0
,,0
,,0
24.0,149.0,1
6.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
5.0,,0
13.0,74.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,104.0,0
,,0
1.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
37.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,198.0,1
,,0
33.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
28.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,491.0,1
,,0
,,0
,451.0,1
,,0
,,0
,426.0,1
44.0,,0
,34.0,1
,43.0,1
,,0
,,0
,,0
9.0,,0
,,0
,68.0,0
,,0
,,0
,,0
41.0,,0
,,0
,,0
,,0
,153.0,1
,,0
,,0
,,0
2.0,,0
,,0
,,0
,,0
50.0,,0
,,0
,,0
,,0
,,0
,295.0,1
,,0
,,0
,,0
,,0
,,0
,,0
35.0,,0
,,0
,,0
,289.0,1
30.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
15.0,,0
,,0
,,0
44.0,,0
27.0,,0
38.0,,0
13.0,,0
,,0
,,0
,,0
36.0,333.0,0
,,0
,170.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,153.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,263.0,1
,,0
,,0
,,0
,,0
21.0,,0
,,0
,,0
8.0,,0
,,0
,,0
,,0
,419.0,1
,,0
,,0
,97.0,1
,,0
,,0
,45.0,1
,,0
,,0
10.0,,0
,,0
,,0
,,0
,,0
,394.0,0
,,0
,,0
,261.0,1
,,0
,,0
,,0
,89.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
8.0,,0
,,0
,,0
,,0
,,0
,351.0,1
,,0
,253.0,1
,,0
,,0
,,0
,474.0,1
,,0
,,0
,,0
,,0
10.0,,0
,,0
,,0
37.0,,0
10.0,,0
,213.0,0
,,0
,,0
,116.0,0
,,0
,,0
,,0
,,0
1.0,,0
,,0
,,0
30.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
1.0,,0
,,0
,,0
,462.0,1
7.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,400.0,1
44.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
50.0,92.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
17.0,,0
,,0
,,0
,,0
34.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
19.0,,0
,,0
,,0
,,0
,,0
12.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
46.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,182.0,1
,,0
,,0
,,0
,27.0,0
,,0
,,0
,244.0,1
12.0,,0
,,0
,,0
,,0
,86.0,1
,,0
,,0
3.0,350.0,1
,,0
11.0,,0
,91.0,1
,,0
,,0
,,0
,,0
,,0
,446.0,0
,,0
,,0
33.0,,0
,,0
,,0
,,0
,,0
,471.0,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
31.0,,0
,,0
,,0
,,0
42.0,,0
,,0
,,0
22.0,264.0,1
,,0
4.0,,0
,,0
,,0
,,0
25.0,,0
,,0
,,0
,,0
,251.0,1
,,0
28.0,,0
25.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
48.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
29.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
13.0,,0
,28.0,1
,,0
29.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
30.0,,0
,,0
,409.0,0
28.0,,0
50.0,,0
,,0
,,0
,346.0,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
28.0,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,169.0,1
,,0
,,0
,,0
23.0,,0
,,0
,,0
,,0
,,0
50.0,,0
24.0,,0
,431.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,,0
,114.0,0
5.0,424.0,0
47.0,,0
,,0
48.0,431.0,1
,,0
,,0
,,0
,,0
,,0
,,0
,259.0,1
,,0
,,0
,,0
,,0
,469.0,0
27.0,,0
,,0
,,0
,,0
,155.0,1
16.0,,0
,,0
,489.0,1
,,0
,,0
,,0
,,0
,321.0,1
,,0
,,0
,380.0,1
,215.0,1
,,0
,,0
30.0,,0
,456.0,1
14.0,,0
,,0
,,0
,,0
,,0
